Id;Label
COLLINS  NICK;COLLINS  NICK
ANGSTROM  EARL;ANGSTROM  EARL
HANSEN  BILLY;HANSEN  BILLY
KELLY  KAREN;KELLY  KAREN
KELLY  SARA;KELLY  SARA
DEATHLOK III DOPPELG;DEATHLOK III DOPPELG
KIMBLE  DR.;KIMBLE  DR.
CROSS  STANLEY;CROSS  STANLEY
HU  DR.;HU  DR.
JACOBS  BEN;JACOBS  BEN
MAINFRAME / IAN WAJLER;MAINFRAME / IAN WAJLER
CHAKA KHAN II;CHAKA KHAN II
MONTENEGRO;MONTENEGRO
IRON MAN III / EDDIE M;IRON MAN III / EDDIE M
BLACK MARIAH;BLACK MARIAH
SCIMITAR;SCIMITAR
MIDAS;MIDAS
RODGERS  MARIANNE;RODGERS  MARIANNE
WRAITH;WRAITH
FAROUK;FAROUK
DREADKNIGHT / BRAM VEL;DREADKNIGHT / BRAM VEL
VON FRANKENSTEIN  BA;VON FRANKENSTEIN  BA
BERNSTEIN  EMMA WEBS;BERNSTEIN  EMMA WEBS
JIGSAW;JIGSAW
DAKINI;DAKINI
TAKIMOTO  RON;TAKIMOTO  RON
CHEMISTRO III;CHEMISTRO III
HRIMHARI;HRIMHARI
RAMIREZ  ROSA;RAMIREZ  ROSA
RAMIREZ  ALMA;RAMIREZ  ALMA
RAMIREZ  LUIS;RAMIREZ  LUIS
RAMIREZ  MARTA;RAMIREZ  MARTA
RAMIREZ  JAVIER;RAMIREZ  JAVIER
BOLT  COUNCILMAN AND;BOLT  COUNCILMAN AND
OXNARD  PHIL;OXNARD  PHIL
GENUARDI  MR.;GENUARDI  MR.
FERRARI  CONNIE;FERRARI  CONNIE
WIDGET;WIDGET
MIDGET;MIDGET
MAM'SELLE HEPZIBAH;MAM'SELLE HEPZIBAH
RAZA LONGKNIFE;RAZA LONGKNIFE
QUASAR II;QUASAR II
IMPULSE;IMPULSE
CR'REEE;CR'REEE
WALDO;WALDO
PRIMAX / JAROMEL;PRIMAX / JAROMEL
COLDBLOOD;COLDBLOOD
ALANYA;ALANYA
KEMEL  MEHMET;KEMEL  MEHMET
BUSIEK  KURT;BUSIEK  KURT
DAVID  PETER;DAVID  PETER
CHAKARA  KANU;CHAKARA  KANU
CHAKARA  MADAN;CHAKARA  MADAN
MOSLEY  WARDEN;MOSLEY  WARDEN
KLEIN  SHIRLEY;KLEIN  SHIRLEY
BILLUPS  AGENT;BILLUPS  AGENT
BRANSON;BRANSON
KLEIN  STANLEY;KLEIN  STANLEY
GROVES  GEN. MCALLIS;GROVES  GEN. MCALLIS
PROTOCIDE / PRIVATE CL;PROTOCIDE / PRIVATE CL
MANNING  DR.;MANNING  DR.
LIVING MONOLITH / AHME;LIVING MONOLITH / AHME
BULL;BULL
MADDEN  CHET;MADDEN  CHET
KLEIN  CAMERON;KLEIN  CAMERON
HOARD  JOSH;HOARD  JOSH
CACHE;CACHE
RIDGEWAY  DAWN;RIDGEWAY  DAWN
SHREEVE;SHREEVE
WILFORD  ELISABETH B;WILFORD  ELISABETH B
MR. DEATH;MR. DEATH
ANSWER II / DAVID FERR;ANSWER II / DAVID FERR
THUNDERBOLT / BILLY CA;THUNDERBOLT / BILLY CA
ERWIN  CLYTEMNESTRA;ERWIN  CLYTEMNESTRA
MARTINELLI  VINCENT;MARTINELLI  VINCENT
RHODES  MRS.;RHODES  MRS.
MOOMJI  INDRIES;MOOMJI  INDRIES
SUNDOWN / DR. DAVE LOW;SUNDOWN / DR. DAVE LOW
AQUARIUS II;AQUARIUS II
SCORPIO II;SCORPIO II
CARTER  JIMMY;CARTER  JIMMY
CORD  EDWIN;CORD  EDWIN
SAHREED;SAHREED
MCPHERSON  LING;MCPHERSON  LING
MAXWELL  DR. WILFRED;MAXWELL  DR. WILFRED
SUNTURION / ARTHUR DEA;SUNTURION / ARTHUR DEA
KRAA;KRAA
ELEKTRA / ELEKTRA NATC;ELEKTRA / ELEKTRA NATC
BROWN  LAURA;BROWN  LAURA
FALLON  RIGBY;FALLON  RIGBY
OGUN;OGUN
CAT MAN / HORGAN;CAT MAN / HORGAN
BIRD MAN / HENRY HAWK;BIRD MAN / HENRY HAWK
FROG MAN / FROG LE BLA;FROG MAN / FROG LE BLA
ARSENAL;ARSENAL
BEERE  JASON;BEERE  JASON
PUNISHER;PUNISHER
RAGA-SHAH;RAGA-SHAH
TREVORIK;TREVORIK
SILVER DAGGER / ISAIAH;SILVER DAGGER / ISAIAH
LAYLA;LAYLA
RESTON  CLIVE;RESTON  CLIVE
CAT III / SHEN KUEI;CAT III / SHEN KUEI
TARR  BLACK JACK;TARR  BLACK JACK
WU  LEIKO;WU  LEIKO
RAWHIDE KID;RAWHIDE KID
WIZARD OF THE WEST;WIZARD OF THE WEST
STARK  ISAAC;STARK  ISAAC
ELYSIUS;ELYSIUS
SYPHONN;SYPHONN
RAVEN  HELEN;RAVEN  HELEN
TANNEN  VINCENT;TANNEN  VINCENT
KENNEDY  LOUISE;KENNEDY  LOUISE
RAVEN  MATTHEW;RAVEN  MATTHEW
WHITE  PROFESSOR;WHITE  PROFESSOR
TANNEN  PAUL;TANNEN  PAUL
TYNE  ELIZABETH / JANI;TYNE  ELIZABETH / JANI
EPSTEIN  PROF. NORA;EPSTEIN  PROF. NORA
RAMBEAU  MARIA;RAMBEAU  MARIA
RAMBEAU  FRANK;RAMBEAU  FRANK
CARRION III / DR. WILL;CARRION III / DR. WILL
LAU  KING;LAU  KING
WEISS  KONRAD KONNIE;WEISS  KONRAD KONNIE
STEWART  MACKINLEY;STEWART  MACKINLEY
TUMOLO  DR. JOANNE;TUMOLO  DR. JOANNE
AKULIA;AKULIA
SAUNDERS  KRISTINE;SAUNDERS  KRISTINE
VULTURE III / DR. CLIF;VULTURE III / DR. CLIF
KANGAROO / FRANK OLIVE;KANGAROO / FRANK OLIVE
HARROW  DR. JONAS;HARROW  DR. JONAS
GIBBON / MARTIN BLANK;GIBBON / MARTIN BLANK
GOG;GOG
RALEIGH  RICHARD;RALEIGH  RICHARD
SMASHER II;SMASHER II
THUNDERSWORD;THUNDERSWORD
NUGENT  ALICE;NUGENT  ALICE
ENFORCER / DELAZNY;ENFORCER / DELAZNY
COWEN  BUCK;COWEN  BUCK
RUSSELL  LISSA;RUSSELL  LISSA
SMYTHE  SPENCER;SMYTHE  SPENCER
SHA SHAN;SHA SHAN
MAGNUS;MAGNUS
DRAGONUS;DRAGONUS
TERMINATOR;TERMINATOR
MENTUS;MENTUS
CONNORS  MARTHA;CONNORS  MARTHA
CONNORS  BILLY;CONNORS  BILLY
STEGRON;STEGRON
GREEN GOBLIN III / BAR;GREEN GOBLIN III / BAR
SMITH  DR. ARMSTRONG;SMITH  DR. ARMSTRONG
QUARTERMAIN  CLAY;QUARTERMAIN  CLAY
CARLISLE  MELISSA BO;CARLISLE  MELISSA BO
FULLERTON  MARY ELLE;FULLERTON  MARY ELLE
CARRION;CARRION
MINDWORM / WILLIAM TUR;MINDWORM / WILLIAM TUR
CLAYTON  KATRINKA JA;CLAYTON  KATRINKA JA
BARNETT  MIKE;BARNETT  MIKE
MAYE  APRIL;MAYE  APRIL
FLY;FLY
JONES  SANDY;JONES  SANDY
HARDY  LYDIA;HARDY  LYDIA
AIR WALKER / ARLO SAMU;AIR WALKER / ARLO SAMU
MANOLIS  LT. NICK;MANOLIS  LT. NICK
JESTER / JONATHAN POWE;JESTER / JONATHAN POWE
HITMAN / LT. BURT KENY;HITMAN / LT. BURT KENY
AMPHIBIAN / KINGLEY RI;AMPHIBIAN / KINGLEY RI
PEARSON  MARCY;PEARSON  MARCY
JONES  JANIS;JONES  JANIS
MERCY;MERCY
ST. LAWRENCE  COL. C;ST. LAWRENCE  COL. C
ARMAGEDDON;ARMAGEDDON
JAILBAIT / JESS;JAILBAIT / JESS
HOTSHOT / LOUIS;HOTSHOT / LOUIS
TRAUMA;TRAUMA
ROCK / SAMUEL JOHN ROC;ROCK / SAMUEL JOHN ROC
FLINN  LANCELOT LANC;FLINN  LANCELOT LANC
MAESTRO;MAESTRO
CRAWFORD  GEN.;CRAWFORD  GEN.
CLINTON  CHELSEA;CLINTON  CHELSEA
ROGERS  W.T.;ROGERS  W.T.
DANIELS  BRIE;DANIELS  BRIE
WILD MAN / ALEX WILDMA;WILD MAN / ALEX WILDMA
HINKLEY;HINKLEY
JASON;JASON
CASSIOPEIA;CASSIOPEIA
TALBOT  MAJ. MATT;TALBOT  MAJ. MATT
HULK IV;HULK IV
LEESHA;LEESHA
GOLDFARB  AARON;GOLDFARB  AARON
LANDERS  DR.;LANDERS  DR.
SPAR  DR. KATHERINE;SPAR  DR. KATHERINE
DEANGELO  DEVLIN;DEANGELO  DEVLIN
TALOS;TALOS
HARR  DR.;HARR  DR.
PROMETHEUS II;PROMETHEUS II
SIINGARD;SIINGARD
HOARFEN;HOARFEN
YELLOW CLAW ROBOT;YELLOW CLAW ROBOT
CEREBRO;CEREBRO
GEIGER / DELILAH DEEDE;GEIGER / DELILAH DEEDE
PATCHWORK / KYLE BARKE;PATCHWORK / KYLE BARKE
SHARP  TRINA;SHARP  TRINA
PINKERTON  RUDY;PINKERTON  RUDY
OMNIBUS / LT. DALLAS;OMNIBUS / LT. DALLAS
LARGO  CHIEF;LARGO  CHIEF
OGRESS;OGRESS
SCHOENFELD  ELAINE;SCHOENFELD  ELAINE
RIVERS  JERRY;RIVERS  JERRY
HEADMISTRESS;HEADMISTRESS
MAX II;MAX II
HEADGEAR;HEADGEAR
DEAD HEAD;DEAD HEAD
THUNDERHEAD;THUNDERHEAD
DIETZ  SUSAN;DIETZ  SUSAN
IRON MAN V / TEEN TONY;IRON MAN V / TEEN TONY
SPEEDFREEK / SHAPPE;SPEEDFREEK / SHAPPE
DIAMOND  KATHY;DIAMOND  KATHY
JORDAN  HAL;JORDAN  HAL
SANDY;SANDY
FURY  NICK L.M.D.;FURY  NICK L.M.D.
FURY  DAWN;FURY  DAWN
SHELDON  PHIL;SHELDON  PHIL
GREEN  JAMES;GREEN  JAMES
TAUREY  SIR WILLIAM;TAUREY  SIR WILLIAM
HO TI;HO TI
CARSON  LT. PAUL;CARSON  LT. PAUL
KLINE  MR.;KLINE  MR.
HSU  CHEN;HSU  CHEN
PONG  WU;PONG  WU
WANG  LI;WANG  LI
SOUL MAN / FATHER JASO;SOUL MAN / FATHER JASO
MAN-BULL / BULL TAURUS;MAN-BULL / BULL TAURUS
TYRANT;TYRANT
GANYMEDE;GANYMEDE
SLOAN  JASON;SLOAN  JASON
MR. FEAR III / PROF. L;MR. FEAR III / PROF. L
ATOM SMASHER II;ATOM SMASHER II
RED GUARDIAN III / DR.;RED GUARDIAN III / DR.
SPYMASTER II;SPYMASTER II
DARE  KATHLEEN;DARE  KATHLEEN
INAZUMA;INAZUMA
KAZE;KAZE
KAMINARI;KAMINARI
TAKAHASHI  REI;TAKAHASHI  REI
WESTON  SALLY;WESTON  SALLY
DEWITT  KEARSON;DEWITT  KEARSON
SAMURAI STEEL / YOSHID;SAMURAI STEEL / YOSHID
NELSON  DEBBIE HARRI;NELSON  DEBBIE HARRI
CRIME-WAVE / HOLLIS;CRIME-WAVE / HOLLIS
FREAK QUINCY;FREAK QUINCY
DEVASTATOR II / GREGOR;DEVASTATOR II / GREGOR
TEN FOR;TEN FOR
ETERNAL BRAIN / PROFES;ETERNAL BRAIN / PROFES
TORPEDO;TORPEDO
LINCOLN  WILLIAM WIL;LINCOLN  WILLIAM WIL
SMASHER;SMASHER
TAGAK;TAGAK
MARRS  DESMOND;MARRS  DESMOND
MARRS(-PAYNE)  PHOEB;MARRS(-PAYNE)  PHOEB
HILL  GEORGE;HILL  GEORGE
EXILE;EXILE
TURK;TURK
PHAE-DOR;PHAE-DOR
WILFORD  ETHAN;WILFORD  ETHAN
MADAME MASQUE II;MADAME MASQUE II
ZET;ZET
TYRUS KRILL;TYRUS KRILL
ULARA;ULARA
JEXIA;JEXIA
FALZON;FALZON
STELLARAX;STELLARAX
DINU;DINU
WOZ / DEWOZ;WOZ / DEWOZ
KALIKYA [INHUMAN];KALIKYA [INHUMAN]
ARCHAEOPTERYX / TONAJA;ARCHAEOPTERYX / TONAJA
CARTHUS;CARTHUS
NEIFI [INHUMAN];NEIFI [INHUMAN]
JARZINHO  COL. EDSON;JARZINHO  COL. EDSON
NAHREES [INHUMAN];NAHREES [INHUMAN]
STALYENKO  COL. YURI;STALYENKO  COL. YURI
TOI / REXEL TOIVEN;TOI / REXEL TOIVEN
CLARIS  SVEN;CLARIS  SVEN
SUGAR MAN;SUGAR MAN
FONG  LI;FONG  LI
CYBER;CYBER
KRONOS;KRONOS
CALYPSO;CALYPSO
MASKED MARAUDER / FRAN;MASKED MARAUDER / FRAN
DOCKERY  RUPERT;DOCKERY  RUPERT
MULLANY  MIKE;MULLANY  MIKE
OX II / DR. KARL STRAG;OX II / DR. KARL STRAG
HARRIS  BERNARD;HARRIS  BERNARD
MURRAY  WILLIAM T. B;MURRAY  WILLIAM T. B
ZZZAX;ZZZAX
JEFFERSON  DR.;JEFFERSON  DR.
WARREN  MR.;WARREN  MR.
VAN HELSING  RACHEL;VAN HELSING  RACHEL
UNCEGILA;UNCEGILA
SILVER;SILVER
AURIC;AURIC
DRAKE  CARLTON;DRAKE  CARLTON
REYNOLDS  KATHERINE;REYNOLDS  KATHERINE
MIMIC / CALVIN RANKIN;MIMIC / CALVIN RANKIN
CORRIGAN  ARCHIBALD;CORRIGAN  ARCHIBALD
RADCLIFFE  TODD;RADCLIFFE  TODD
BRADDOCK  JAMES JR.;BRADDOCK  JAMES JR.
MASTERMIND III;MASTERMIND III
ROSS  COURTNEY;ROSS  COURTNEY
TANNER  JACKO;TANNER  JACKO
HUNTER  LANCE;HUNTER  LANCE
THOMAS  COMMANDER DA;THOMAS  COMMANDER DA
CALLAGHAN  JAMES;CALLAGHAN  JAMES
BRADDOCK  JAMES;BRADDOCK  JAMES
CAMPBELL  VALERIE;CAMPBELL  VALERIE
BRADDOCK  ELIZABETH;BRADDOCK  ELIZABETH
COLLINS  EMMA;COLLINS  EMMA
DR. SYNNE;DR. SYNNE
WATANABE  YUJI;WATANABE  YUJI
BRASS / SEAN WATANABE;BRASS / SEAN WATANABE
WATANABE  EMMALINE B;WATANABE  EMMALINE B
HELLSTROM  VICTORIA;HELLSTROM  VICTORIA
SAVANNAH  LOU-ANN;SAVANNAH  LOU-ANN
ERIC THE RED [SHI'AR;ERIC THE RED [SHI'AR
SIKORSKY;SIKORSKY
ELLINGTON  DR. / TRAVI;ELLINGTON  DR. / TRAVI
PELIALI;PELIALI
SILVERCLAW / LA GARRA;SILVERCLAW / LA GARRA
BARRANCO  MARIA ESME;BARRANCO  MARIA ESME
CHARCOAL / CHARLIE BUR;CHARCOAL / CHARLIE BUR
MADAME MASQUE III;MADAME MASQUE III
QUISLING;QUISLING
MONMOUTH;MONMOUTH
FAWKES;FAWKES
BRUTUS II;BRUTUS II
BENEDICT;BENEDICT
FROST  BYRON;FROST  BYRON
SMITHSON  T.B.;SMITHSON  T.B.
ICHIHARA  SHIGERU;ICHIHARA  SHIGERU
MADAME MASQUE VI;MADAME MASQUE VI
CYCLONE II / PIERRE FR;CYCLONE II / PIERRE FR
SLOAN  DR.;SLOAN  DR.
HOBGOBLIN III / LEFTY;HOBGOBLIN III / LEFTY
VICTORIUS / PROF. VICT;VICTORIUS / PROF. VICT
SCARLET CENTURION;SCARLET CENTURION
LORD TEMPLAR;LORD TEMPLAR
BLOODWRAITH / SEAN DOL;BLOODWRAITH / SEAN DOL
PAGAN;PAGAN
CHANDLER  PEGGY;CHANDLER  PEGGY
TEN-THIRTIFOR;TEN-THIRTIFOR
KEREM;KEREM
LIPSCOMB  DR. ANGELA;LIPSCOMB  DR. ANGELA
MENKEN  DONALD L.;MENKEN  DONALD L.
SMITH  SIR DENIS NAY;SMITH  SIR DENIS NAY
MCLAREN  MEGAN;MCLAREN  MEGAN
MANNING  JANICE;MANNING  JANICE
GODWULF;GODWULF
RIFKIN  BIFF;RIFKIN  BIFF
TRAVERS  MIKE;TRAVERS  MIKE
SERESTUS;SERESTUS
MAGNOR;MAGNOR
SIMON  FELIX;SIMON  FELIX
DR. VAULT;DR. VAULT
DELAZNY  DORIAN;DELAZNY  DORIAN
GRANITOR;GRANITOR
BANKS  SHARON;BANKS  SHARON
TORK  SGT.;TORK  SGT.
MACINTOSH  ANN;MACINTOSH  ANN
BEDFORD  BRAD HULK;BEDFORD  BRAD HULK
STILWELL  RON;STILWELL  RON
TAYLOR  JENNA;TAYLOR  JENNA
ROCKWALL;ROCKWALL
JOLT / HALLIE TAKAHAMA;JOLT / HALLIE TAKAHAMA
DOMINEX;DOMINEX
STORM  CHILI;STORM  CHILI
OSNICK  OLLIE;OSNICK  OLLIE
DOOMSDAY MAN;DOOMSDAY MAN
SPENCER  TRACY;SPENCER  TRACY
GATES  JUNIOR;GATES  JUNIOR
DESTRUCTOR / PROFESSOR;DESTRUCTOR / PROFESSOR
THRAXON;THRAXON
PURSUER;PURSUER
ROOSEVELT  FRANKLIN;ROOSEVELT  FRANKLIN
CRITICAL MASS;CRITICAL MASS
HARKER  QUINCY;HARKER  QUINCY
PLASMA;PLASMA
OTHER;OTHER
GLITCH / CHARLES J. AM;GLITCH / CHARLES J. AM
REDEEMER / CRAIG SAUND;REDEEMER / CRAIG SAUND
NUKE;NUKE
APE-X / XINA;APE-X / XINA
DR. DECIBEL / ANTON DE;DR. DECIBEL / ANTON DE
QUAGMIRE;QUAGMIRE
FOXFIRE / OLIVIA UNDER;FOXFIRE / OLIVIA UNDER
REDSTONE;REDSTONE
SLAG / SLAGHT  DR. THE;SLAG / SLAGHT  DR. THE
MYCROFT;MYCROFT
COLLETTE;COLLETTE
SHEPPARD  JOAN ACE;SHEPPARD  JOAN ACE
ENDO  DR. SUZI;ENDO  DR. SUZI
TURMOIL;TURMOIL
MADMAN / PHIL STERNS;MADMAN / PHIL STERNS
VOR / TEX;VOR / TEX
KIRIN;KIRIN
FROSTBITE / DR. SLOANE;FROSTBITE / DR. SLOANE
ALDEN  PROF. MEREDIT;ALDEN  PROF. MEREDIT
MALACHI;MALACHI
MANTIS (SPACE PHANTO;MANTIS (SPACE PHANTO
TOBIAS;TOBIAS
WALTERS  CHAP;WALTERS  CHAP
DEGANN  KRIS;DEGANN  KRIS
MOONRAKER / SLADE TRUM;MOONRAKER / SLADE TRUM
CYBERMANCER / DR. SUZI;CYBERMANCER / DR. SUZI
NEUT;NEUT
SUZIE;SUZIE
COWAN  EARL;COWAN  EARL
KNUTZ  CINDY;KNUTZ  CINDY
BOSCO  ELAINE;BOSCO  ELAINE
LEFLER  BOB;LEFLER  BOB
RAVEN;RAVEN
MAN-OF-WAR;MAN-OF-WAR
ALEXANDER  CALEB;ALEXANDER  CALEB
HEADHUNTER;HEADHUNTER
LEVIATHAN VI;LEVIATHAN VI
SLUJ;SLUJ
KRAUS  DR. FREIDERIC;KRAUS  DR. FREIDERIC
ZAMORA  PETE;ZAMORA  PETE
NEWMARK  LOTUS;NEWMARK  LOTUS
B'GON;B'GON
DOLLAR BILL;DOLLAR BILL
FOWLER  RED;FOWLER  RED
QUENTIN  RALPH;QUENTIN  RALPH
BULLET BIKER;BULLET BIKER
BOBCAT;BOBCAT
TRICKSHOT;TRICKSHOT
FARGO  FLAGG;FARGO  FLAGG
CATHERWOOD;CATHERWOOD
BLACKWOOD  JENNY;BLACKWOOD  JENNY
MAVERICK / CHRISTOPHER;MAVERICK / CHRISTOPHER
IVANOVA  ELENA;IVANOVA  ELENA
BIRDY;BIRDY
EXPEDITER / JOHN WRAIT;EXPEDITER / JOHN WRAIT
LANGTREE  GINA;LANGTREE  GINA
FIREFLY II;FIREFLY II
M-80 / SAYURI KYOTO;M-80 / SAYURI KYOTO
SILICON / GERALD SIMMS;SILICON / GERALD SIMMS
KID / E.B. FARRELL;KID / E.B. FARRELL
NAILS II / JOANIE EATO;NAILS II / JOANIE EATO
SKUL / JOHN SKULINOWSK;SKUL / JOHN SKULINOWSK
MOONDARK;MOONDARK
ACROBAT / CARL ZANTE;ACROBAT / CARL ZANTE
DELAZNY  CHARLES L.;DELAZNY  CHARLES L.
MALICE II;MALICE II
BURGOS  CARL;BURGOS  CARL
BLOWTORCH;BLOWTORCH
LEGION;LEGION
BAKER  ANNE-MARIE;BAKER  ANNE-MARIE
CAESAR  JONATHAN;CAESAR  JONATHAN
ZOMBIE / SIMON GARTH;ZOMBIE / SIMON GARTH
STYX / JACOB EICHORN;STYX / JACOB EICHORN
STONE II;STONE II
ROMANO  TONY;ROMANO  TONY
DOMANI  DINO;DOMANI  DINO
SUEE  FAH LO;SUEE  FAH LO
PARKER  MARY (ROBOT);PARKER  MARY (ROBOT)
PARKER  RICHARD (ROB;PARKER  RICHARD (ROB
CARDIAC / DR. ELI WIRT;CARDIAC / DR. ELI WIRT
DEATHSHIELD;DEATHSHIELD
BLOOD SPIDER;BLOOD SPIDER
JAGGED BOW;JAGGED BOW
TRI-SENTINEL;TRI-SENTINEL
MUNOZ  CARLOS;MUNOZ  CARLOS
JESSUP  DR.;JESSUP  DR.
CARPATHIAN  ANDREW;CARPATHIAN  ANDREW
MIDNIGHT III / JEFFREY;MIDNIGHT III / JEFFREY
CHURCH  LYNN;CHURCH  LYNN
RAZORFIST;RAZORFIST
PAVANE;PAVANE
ZAFAR  OFFICER JIMMY;ZAFAR  OFFICER JIMMY
SAPIR  HERSCHEL;SAPIR  HERSCHEL
TRASK  RAYMOND;TRASK  RAYMOND
WATSON  TOMMY;WATSON  TOMMY
WATSON  KEVIN;WATSON  KEVIN
CRIMSON COWL II;CRIMSON COWL II
CITIZEN V III / DALLAS;CITIZEN V III / DALLAS
OLSEN  JIMMY;OLSEN  JIMMY
EUROPIUM;EUROPIUM
CALIFORNIUM;CALIFORNIUM
PLUTONIUM;PLUTONIUM
KHANDRUVITCH  DR. VA;KHANDRUVITCH  DR. VA
CADMIUM;CADMIUM
BERYLLIUM;BERYLLIUM
CESIUM;CESIUM
NEPTUNIUM;NEPTUNIUM
IRON;IRON
RADIUM;RADIUM
GOLD;GOLD
URANIUM;URANIUM
HAFNIUM;HAFNIUM
SILVER II;SILVER II
VANADIUM;VANADIUM
NICKEL;NICKEL
TUNGSTEN;TUNGSTEN
CHROMIUM;CHROMIUM
MAGNESIUM;MAGNESIUM
HELIUM;HELIUM
MERCURY II;MERCURY II
COPPER;COPPER
BROMINE;BROMINE
ZIRCONIUM;ZIRCONIUM
SCANDIUM;SCANDIUM
COBALT;COBALT
CARBON;CARBON
BARIUM;BARIUM
CHLORINE;CHLORINE
DISPROSIUM;DISPROSIUM
SODIUM;SODIUM
PHOSPHORUS;PHOSPHORUS
ARSENIC;ARSENIC
THALLIUM;THALLIUM
INDIUM;INDIUM
ERBIUM;ERBIUM
CARRION II / MALCOLM M;CARRION II / MALCOLM M
MCBRIDE  BEATRICE;MCBRIDE  BEATRICE
ARMS MERCHANT / ANDREA;ARMS MERCHANT / ANDREA
NOCTURNE II / ANGELA C;NOCTURNE II / ANGELA C
AYALA  FILIPPO;AYALA  FILIPPO
ROSS  EVERETT KENNET;ROSS  EVERETT KENNET
GAPON  DZHOKHAR;GAPON  DZHOKHAR
OKOYE;OKOYE
QUEEN DIVINE JUSTICE;QUEEN DIVINE JUSTICE
PREYY;PREYY
WHITE WOLF / HUNTER;WHITE WOLF / HUNTER
RAMONDA;RAMONDA
ACHEBE  REVEREND DOC;ACHEBE  REVEREND DOC
T'CHAKA;T'CHAKA
ZURI;ZURI
MALICE V / NAKIA;MALICE V / NAKIA
VINCENT  DANNY;VINCENT  DANNY
YOUNG  MAX;YOUNG  MAX
R'TEE;R'TEE
FIZ [SKRULL];FIZ [SKRULL]
ZCANN;ZCANN
SPUNJE;SPUNJE
NURO;NURO
TRACKER;TRACKER
SEER;SEER
NOTE;NOTE
THUMPER;THUMPER
RAZORFIST ROBOT;RAZORFIST ROBOT
PRIME MOVER;PRIME MOVER
SHOCKWAVE ROBOT;SHOCKWAVE ROBOT
SUNDRAGON / PAMELA DOU;SUNDRAGON / PAMELA DOU
STARSHINE / LANDRA;STARSHINE / LANDRA
KHATYLIS;KHATYLIS
FIDDLER  BARNEY;FIDDLER  BARNEY
D'WON;D'WON
KONO;KONO
MEER  MAX;MEER  MAX
RABIN  GRETTA;RABIN  GRETTA
SHORR  JACQUELINE;SHORR  JACQUELINE
GLOB / DR. SUMNER BECK;GLOB / DR. SUMNER BECK
DORNOVA-BLONSKY  NAD;DORNOVA-BLONSKY  NAD
GESTALT;GESTALT
GUNTLY  DAVID;GUNTLY  DAVID
MIRAGE III / MARGE;MIRAGE III / MARGE
CRAZY EIGHT / LESLIE A;CRAZY EIGHT / LESLIE A
COCKROACH;COCKROACH
OMORO;OMORO
AKAFE;AKAFE
N'GAMO;N'GAMO
WHEELER  M'KONI MARY;WHEELER  M'KONI MARY
WHEELER;WHEELER
CHANG  IMEI;CHANG  IMEI
REYES  DR. DANIEL;REYES  DR. DANIEL
FROST;FROST
BERENGHETTI  SUSAN;BERENGHETTI  SUSAN
STRIKER  SAM;STRIKER  SAM
DAHN  FARNOQ;DAHN  FARNOQ
CORSI  TOM;CORSI  TOM
FRIEDLANDER  SHARON;FRIEDLANDER  SHARON
BRIGHTWIND;BRIGHTWIND
SOMMERS  APRIL;SOMMERS  APRIL
SHADOW KING / AMAHL FA;SHADOW KING / AMAHL FA
FORRESTER  CAPT. ALE;FORRESTER  CAPT. ALE
HARDY  STAN;HARDY  STAN
STONE  CHANTAL;STONE  CHANTAL
STONE  JOHN;STONE  JOHN
CRAIG  REV.;CRAIG  REV.
JARELLA;JARELLA
MAHA YOGI;MAHA YOGI
MONGU;MONGU
KATU;KATU
ANON  LORD;ANON  LORD
GALEN KOR  ADMIRAL [;GALEN KOR  ADMIRAL [
LOR  KONA;LOR  KONA
CIR  DYLON;CIR  DYLON
RON  TALLA;RON  TALLA
MAGUS II;MAGUS II
PROFESSOR XAVIER 201;PROFESSOR XAVIER 201
STARR  TRIXIE TRISH;STARR  TRIXIE TRISH
HEALER;HEALER
BLACK SPECTRE / CARSON;BLACK SPECTRE / CARSON
MORPHEUS / ROBERT MARK;MORPHEUS / ROBERT MARK
STAMP  J.Q.;STAMP  J.Q.
RASPUTINA  ILLYANA I;RASPUTINA  ILLYANA I
STROBE;STROBE
GOSAMYR;GOSAMYR
ANIMATOR / DR. FREDRIC;ANIMATOR / DR. FREDRIC
BIRDBRAIN;BIRDBRAIN
COLOSSUS 2013;COLOSSUS 2013
WOLVERINE 2013;WOLVERINE 2013
SUNDER;SUNDER
ELECTRA;ELECTRA
GALTUS;GALTUS
CELESTE;CELESTE
RAKESH;RAKESH
BAXTER  NOAH;BAXTER  NOAH
GORNKAI;GORNKAI
HELLSCOUT / KENNETH TE;HELLSCOUT / KENNETH TE
BAXTER  ABIGAIL;BAXTER  ABIGAIL
ALLEN  TERRY;ALLEN  TERRY
TENNYSON  JACOB;TENNYSON  JACOB
SOAP  DET.;SOAP  DET.
HOLY / FATHER HECTOR R;HOLY / FATHER HECTOR R
MR. PAYBACK;MR. PAYBACK
RUSSIAN;RUSSIAN
VON RICHTOFEN  LT. M;VON RICHTOFEN  LT. M
ELITE;ELITE
GNUCCI  MA;GNUCCI  MA
BUMPO  MR.;BUMPO  MR.
FEIFFER  DEPUTY BEAU;FEIFFER  DEPUTY BEAU
KID COLT;KID COLT
LONGBOW  DESIREE;LONGBOW  DESIREE
KINCAID  MOSES;KINCAID  MOSES
QUINN  MR.;QUINN  MR.
QUINN  MIRANDA / M'RYN;QUINN  MIRANDA / M'RYN
HOWLER II / ZED;HOWLER II / ZED
CONTRARES  ANASTASIA;CONTRARES  ANASTASIA
