Id;Label
BENEDICT;BENEDICT
GRANNIK;GRANNIK
TERROKOV;TERROKOV
TOMA NIKASEVIC;TOMA NIKASEVIC
DR. REED RICHARDS;DR. REED RICHARDS
JOHNNY STORM;JOHNNY STORM
SUSAN STORM;SUSAN STORM
BEN GRIMM;BEN GRIMM
DR. DOOM / VICTOR VON DOOM;DR. DOOM / VICTOR VON DOOM
THING;THING
JEWELER;JEWELER
PROFESSOR;PROFESSOR
ALICIA MASTERS;ALICIA MASTERS
WEASEL;WEASEL
MRS. STORM;MRS. STORM
KRAGSTADT;KRAGSTADT
TRIGORIN;TRIGORIN
DR. HAUPTMAN;DR. HAUPTMAN
MESSENGER;MESSENGER
REED RICHARDS / MR. FANTASTIC;REED RICHARDS / MR. FANTASTIC
SUE RICHARDS / INVISIBLE WOMAN;SUE RICHARDS / INVISIBLE WOMAN
JOHNNY STORM / HUMAN TORCH;JOHNNY STORM / HUMAN TORCH
BEN GRIMM / THE THING;BEN GRIMM / THE THING
VICTOR VON DOOM / DOCTOR DOOM;VICTOR VON DOOM / DOCTOR DOOM
GENERAL HAGER;GENERAL HAGER
NORRIN RADD / SILVER SURFER (VOICE);NORRIN RADD / SILVER SURFER (VOICE)
NORRIN RADD / SILVER SURFER;NORRIN RADD / SILVER SURFER
FRANKIE RAYE;FRANKIE RAYE
JAMES SHERMAN / RAFKE;JAMES SHERMAN / RAFKE
DR. JEFF WAGNER;DR. JEFF WAGNER
BAXTER BUILDING DOORMAN;BAXTER BUILDING DOORMAN
HOT PARTY GIRL #3;HOT PARTY GIRL #3
JOHNNY'S WEDDING DATE;JOHNNY'S WEDDING DATE
STAN LEE - REJECTED WEDDING GUEST;STAN LEE - REJECTED WEDDING GUEST
TAILOR;TAILOR
ELEKTRA NATCHIOS / ELEKTRA;ELEKTRA NATCHIOS / ELEKTRA
MARK MILLER;MARK MILLER
KIRIGI;KIRIGI
ROSHI;ROSHI
STICK;STICK
TYPHOID MARY / TYPHOID;TYPHOID MARY / TYPHOID
ABBY MILLER;ABBY MILLER
MCCABE;MCCABE
KINKOU;KINKOU
TATTOO;TATTOO
BAUER;BAUER
MEIZUMI;MEIZUMI
YOUNG ELEKTRA;YOUNG ELEKTRA
POOL SHARK;POOL SHARK
HAND NINJA #2;HAND NINJA #2
ROSHI SERVANT;ROSHI SERVANT
NIKOLAS NATCHIOS;NIKOLAS NATCHIOS
HAND NINJA #1;HAND NINJA #1
YOUNG ELEKTRA'S MOTHER;YOUNG ELEKTRA'S MOTHER
MATT MURDOCK (DIRECTOR'S CUT ONLY);MATT MURDOCK (DIRECTOR'S CUT ONLY)
MATT MURDOCK / DAREDEVIL;MATT MURDOCK / DAREDEVIL
ELEKTRA NATCHIOS;ELEKTRA NATCHIOS
LESTER / BULLSEYE;LESTER / BULLSEYE
WILSON FISK / THE KINGPIN;WILSON FISK / THE KINGPIN
FRANKLIN 'FOGGY' NELSON;FRANKLIN 'FOGGY' NELSON
YOUNG MATT;YOUNG MATT
KAREN PAGE;KAREN PAGE
BEN URICH;BEN URICH
WESLEY OWEN WELCH;WESLEY OWEN WELCH
NICK MANOLIS;NICK MANOLIS
FATHER EVERETT;FATHER EVERETT
JOSE QUESADA;JOSE QUESADA
JACK MURDOCK;JACK MURDOCK
ABUSIVE FATHER;ABUSIVE FATHER
MEAT PACKER;MEAT PACKER
QUESADA ATTORNEY;QUESADA ATTORNEY
RING ANNOUNCER;RING ANNOUNCER
ANGELA SUTTON;ANGELA SUTTON
JUDGE #1;JUDGE #1
JOSIE;JOSIE
NY COP #1;NY COP #1
KID #1;KID #1
KID #2;KID #2
KID #3;KID #3
STAVROS;STAVROS
OLD LADY ON PLANE;OLD LADY ON PLANE
ROOKIE COP;ROOKIE COP
DRUNKEN ENGLISHMAN;DRUNKEN ENGLISHMAN
SHARPSHOOTER;SHARPSHOOTER
JACK KIRBY;JACK KIRBY
NORMAN OSBORN / GREEN GOBLIN;NORMAN OSBORN / GREEN GOBLIN
MARY JANE WATSON;MARY JANE WATSON
HARRY OSBORN;HARRY OSBORN
BEN PARKER;BEN PARKER
J. JONAH JAMESON;J. JONAH JAMESON
FLASH THOMPSON;FLASH THOMPSON
JOSEPH 'ROBBIE' ROBERTSON;JOSEPH 'ROBBIE' ROBERTSON
CARJACKER;CARJACKER
BETTY BRANT;BETTY BRANT
DR. MENDELL STROMM;DR. MENDELL STROMM
BONE SAW MCGRAW;BONE SAW MCGRAW
CHECK-IN GIRL;CHECK-IN GIRL
PUNK ROCK GIRL;PUNK ROCK GIRL
HOFFMAN;HOFFMAN
MAN IN FAIR;MAN IN FAIR
STUNTS;STUNTS
TUGBOAT CAPTAIN;TUGBOAT CAPTAIN
MAXIMILIAN FARGAS;MAXIMILIAN FARGAS
SIMKINS;SIMKINS
HENRY BALKAN;HENRY BALKAN
GENERAL SLOCUM;GENERAL SLOCUM
HOUSEMAN;HOUSEMAN
SUBWAY GUITARIST;SUBWAY GUITARIST
COP AT CARJACKING;COP AT CARJACKING
LAB TOUR GUIDE;LAB TOUR GUIDE
WRESTLING PROMOTER;WRESTLING PROMOTER
WRESTLING ARENA GUARD;WRESTLING ARENA GUARD
FLASH'S CRONY;FLASH'S CRONY
HECKLER;HECKLER
COP AT FIRE;COP AT FIRE
MOTHER AT FIRE;MOTHER AT FIRE
CABBIE;CABBIE
OPINIONATED COP;OPINIONATED COP
SURLY TRUCK DRIVER;SURLY TRUCK DRIVER
PHILIP WATSON;PHILIP WATSON
CHAPERONE IN TRAM;CHAPERONE IN TRAM
GIRL IN TRAM;GIRL IN TRAM
BOY IN TRAM;BOY IN TRAM
PROJECT COORDINATOR;PROJECT COORDINATOR
MADELINE WATSON;MADELINE WATSON
BILLY'S MOM;BILLY'S MOM
YOUNG LADY AT FIRE;YOUNG LADY AT FIRE
MARINE COP;MARINE COP
DR. OTTO OCTAVIUS / DOCTOR OCTOPUS;DR. OTTO OCTAVIUS / DOCTOR OCTOPUS
ROSALIE OCTAVIUS;ROSALIE OCTAVIUS
JOHN JAMESON;JOHN JAMESON
DR. CURT CONNORS;DR. CURT CONNORS
NORMAN OSBORN;NORMAN OSBORN
URSULA;URSULA
SNOOTY USHER;SNOOTY USHER
MAN DODGING DEBRIS;MAN DODGING DEBRIS
MAN ON BALCONY;MAN ON BALCONY
MR. JACKS;MR. JACKS
ELEVATOR PASSENGER;ELEVATOR PASSENGER
PIZZA 'HEIST' WITNESS;PIZZA 'HEIST' WITNESS
RECEPTIONIST;RECEPTIONIST
MISS BRANT;MISS BRANT
RAYMOND;RAYMOND
MR. AZIZ;MR. AZIZ
TRAIN PASSENGER;TRAIN PASSENGER
LOUISE;LOUISE
WOMAN AT WEB;WOMAN AT WEB
DR. DAVIS;DR. DAVIS
MR. DITKOVICH;MR. DITKOVICH
GARBAGE MAN;GARBAGE MAN
MRS. JAMESON;MRS. JAMESON
SKEPTICAL SCIENTIST;SKEPTICAL SCIENTIST
OSCORP REPRESENTATIVE;OSCORP REPRESENTATIVE
AMAZED KID;AMAZED KID
ALGERNON;ALGERNON
THEATER TRAFFIC COP;THEATER TRAFFIC COP
CLAWING NURSE;CLAWING NURSE
TRAIN CONDUCTOR;TRAIN CONDUCTOR
SOCIETY WOMAN;SOCIETY WOMAN
DR. ISAACS;DR. ISAACS
MRS. WATSON;MRS. WATSON
INJURED SCIENTIST;INJURED SCIENTIST
VIOLINIST;VIOLINIST
WOMAN AT FIRE;WOMAN AT FIRE
SCREAMING NURSE;SCREAMING NURSE
CHAINSAW DOCTOR;CHAINSAW DOCTOR
HARRY OSBORN / NEW GOBLIN;HARRY OSBORN / NEW GOBLIN
FLINT MARKO / SANDMAN;FLINT MARKO / SANDMAN
EDDIE BROCK / VENOM;EDDIE BROCK / VENOM
GWEN STACEY;GWEN STACEY
CAPTAIN STACEY;CAPTAIN STACEY
MRS. MARKO;MRS. MARKO
JOSEPH ROBERTSON;JOSEPH ROBERTSON
PENNY MARKO;PENNY MARKO
MR. DITKOVITCH;MR. DITKOVITCH
DENNIS CARRADINE / CARJACKER;DENNIS CARRADINE / CARJACKER
MAN IN TIMES SQUARE;MAN IN TIMES SQUARE
MAÎTRE D;MAÎTRE D
PIANIST;PIANIST
MRS. STACY;MRS. STACY
ANCHORMAN;ANCHORMAN
JENNIFER DUGAN;JENNIFER DUGAN
CONGRATULATORY WOMAN AT DAILY BUGLE;CONGRATULATORY WOMAN AT DAILY BUGLE
CRANE DISASTER RADIO POLICEMAN;CRANE DISASTER RADIO POLICEMAN
PLAY DIRECTOR;PLAY DIRECTOR
PLAY PRODUCER;PLAY PRODUCER
JAZZ CLUB MANAGER;JAZZ CLUB MANAGER
PRECINCT DETECTIVE;PRECINCT DETECTIVE
EMERGENCY ROOM DOCTOR;EMERGENCY ROOM DOCTOR
CRANE OPERATOR;CRANE OPERATOR
WOMAN OUTSIDE THEATER;WOMAN OUTSIDE THEATER
POLICE DETECTIVE;POLICE DETECTIVE
NEW JERSEY STATE POLICEMAN;NEW JERSEY STATE POLICEMAN
TEST SITE TECHNICIAN;TEST SITE TECHNICIAN
ICU NURSE;ICU NURSE
COP AT CRANE DISASTER;COP AT CRANE DISASTER
MARY JANE'S REPLACEMENT;MARY JANE'S REPLACEMENT
BOY AT KEY TO THE CITY CEREMONY;BOY AT KEY TO THE CITY CEREMONY
COUNCILWOMAN;COUNCILWOMAN
POLICEMAN AT SAND TRUCK;POLICEMAN AT SAND TRUCK
ARMORED CAR DRIVER;ARMORED CAR DRIVER
NEWSTAND PATRON;NEWSTAND PATRON
COFFEE SHOP WAITRESS;COFFEE SHOP WAITRESS
JAZZ CLUB WAITRESS;JAZZ CLUB WAITRESS
JAZZ CLUB BOUNCER;JAZZ CLUB BOUNCER
PHOTOSHOOT CLIENT;PHOTOSHOOT CLIENT
GWEN STACY;GWEN STACY
DR. CURT CONNORS / THE LIZARD;DR. CURT CONNORS / THE LIZARD
CAPTAIN STACY;CAPTAIN STACY
RICHARD PARKER;RICHARD PARKER
RAJIT RATHA;RAJIT RATHA
UNCLE BEN;UNCLE BEN
AUNT MAY;AUNT MAY
PETER PARKER (AGE 4);PETER PARKER (AGE 4)
MARY PARKER;MARY PARKER
CASH REGISTER THIEF;CASH REGISTER THIEF
MISSY KALLENBACK;MISSY KALLENBACK
JACK'S FATHER;JACK'S FATHER
SCHOOL LIBRARIAN;SCHOOL LIBRARIAN
MAN IN THE SHADOWS;MAN IN THE SHADOWS
HELEN STACY;HELEN STACY
PHILIP STACY;PHILIP STACY
HOWARD STACY;HOWARD STACY
SIMON STACY;SIMON STACY
MR. CRAMER;MR. CRAMER
MISS RITTER;MISS RITTER
NICKY'S GIRLFRIEND;NICKY'S GIRLFRIEND
STORE CLERK;STORE CLERK
GORDON;GORDON
PHYSICS NERD;PHYSICS NERD
NICKY;NICKY
CAR THIEF;CAR THIEF
CAR THIEF COP;CAR THIEF COP
POLICE OFFICER;POLICE OFFICER
OFFICER (SWAT);OFFICER (SWAT)
NEWSCASTER (NEWS CHOPPER);NEWSCASTER (NEWS CHOPPER)
OSCORP INTERN;OSCORP INTERN
RODRIGO GUEVARA;RODRIGO GUEVARA
TAXI DRIVER;TAXI DRIVER
POLICE OFFICER WITH SKETCH;POLICE OFFICER WITH SKETCH
SHEILA (SUBWAY);SHEILA (SUBWAY)
SUBWAY GUY;SUBWAY GUY
PRINCIPAL;PRINCIPAL
SECOND GIRL (SUBWAY);SECOND GIRL (SUBWAY)
ARIEL;ARIEL
MAX DILLON / ELECTRO;MAX DILLON / ELECTRO
HARRY OSBORN / GREEN GOBLIN;HARRY OSBORN / GREEN GOBLIN
DONALD MENKEN;DONALD MENKEN
YOUNG PETER PARKER;YOUNG PETER PARKER
FELICIA HARDY;FELICIA HARDY
DR. ASHLEY KAFKA;DR. ASHLEY KAFKA
ALLISTAR SMYTHE;ALLISTAR SMYTHE
GRADUATION GUEST;GRADUATION GUEST
GUSTAV FIERS / THE GENTLEMAN;GUSTAV FIERS / THE GENTLEMAN
WOMAN IN STATUE OF LIBERTY COSTUME;WOMAN IN STATUE OF LIBERTY COSTUME
DR. JALLINGS - SCIENCE INVESTIGATOR;DR. JALLINGS - SCIENCE INVESTIGATOR
KARI;KARI
AGENT BERKLEY;AGENT BERKLEY
SWAT TEAM LEADER;SWAT TEAM LEADER
JORGE;JORGE
G-5 CO-PILOT;G-5 CO-PILOT
GWEN'S CABBIE;GWEN'S CABBIE
BRITISH DESK ATTENDANT;BRITISH DESK ATTENDANT
PRINCIPAL CONWAY;PRINCIPAL CONWAY
TIMES SQUARE COP;TIMES SQUARE COP
LEAD OFFICER;LEAD OFFICER
POLICE CAPTAIN;POLICE CAPTAIN
BODEGA CASHIER;BODEGA CASHIER
ROBBER;ROBBER
AIR TRAFFIC CONTROLLER;AIR TRAFFIC CONTROLLER
DISPATCHER;DISPATCHER
OSBORN BUTLER;OSBORN BUTLER
PILOT;PILOT
JORGE'S MOTHER;JORGE'S MOTHER
NY1 NEWS ANCHOR;NY1 NEWS ANCHOR
NY1 REPORTER;NY1 REPORTER
CHINESE GRANDPA;CHINESE GRANDPA
ARMED ROBBER;ARMED ROBBER
RAVENCROFT GUARD;RAVENCROFT GUARD
BULLY;BULLY
OSCORP DEPARTMENT HEAD;OSCORP DEPARTMENT HEAD
TIMES SQUARE BYSTANDER;TIMES SQUARE BYSTANDER
CORPORATE LAWYER;CORPORATE LAWYER
FRANK CASTLE / THE PUNISHER;FRANK CASTLE / THE PUNISHER
HOWARD SAINT;HOWARD SAINT
QUENTIN GLASS;QUENTIN GLASS
FRANK CASTLE;FRANK CASTLE
BILLY RUSSOTI / JIGSAW;BILLY RUSSOTI / JIGSAW
ANGELA DONATELLI;ANGELA DONATELLI
PAUL BUDIANSKY;PAUL BUDIANSKY
LOONY BIN JIM;LOONY BIN JIM
MARTIN SOAP;MARTIN SOAP
MICRO;MICRO
GRACE DONATELLI;GRACE DONATELLI
PITTSY;PITTSY
AGENT MILLER;AGENT MILLER
CAPTAIN ROSS;CAPTAIN ROSS
SAFFIOTTI;SAFFIOTTI
MAGINTY;MAGINTY
CARLOS;CARLOS
CRISTU BULAT;CRISTU BULAT
DR. HANK PYM;DR. HANK PYM
HOPE VAN DYNE;HOPE VAN DYNE
DARREN CROSS / YELLOWJACKET;DARREN CROSS / YELLOWJACKET
PAXTON;PAXTON
LUIS;LUIS
DAVE;DAVE
GALE;GALE
MAGGIE LANG;MAGGIE LANG
CASSIE LANG;CASSIE LANG
KURT;KURT
MITCHELL CARSON;MITCHELL CARSON
CAR DRIVER;CAR DRIVER
DALE;DALE
HYDRA BUYER;HYDRA BUYER
FRANK;FRANK
BUYER;BUYER
YOUNG PYM;YOUNG PYM
JANET VAN DYNE / THE WASP;JANET VAN DYNE / THE WASP
SPANISH WOMAN;SPANISH WOMAN
YOUNG DAUGHTER;YOUNG DAUGHTER
RAVER;RAVER
POOL BBQ DAD;POOL BBQ DAD
POOL BBQ MOM;POOL BBQ MOM
POOL BBQ KID;POOL BBQ KID
PYM TECH GATE GUARD;PYM TECH GATE GUARD
PYM TECH SECURITY GUARD;PYM TECH SECURITY GUARD
EMT;EMT
GORGEOUS BLONDE;GORGEOUS BLONDE
SUPERIOR OFFICER;SUPERIOR OFFICER
ICE CREAM STORE CUSTOMER;ICE CREAM STORE CUSTOMER
ERNESTO;ERNESTO
EMILY;EMILY
PEACHY;PEACHY
COP ON SPEAKER;COP ON SPEAKER
ALPHA GUARD;ALPHA GUARD
BETA GUARD;BETA GUARD
VAULT GUARD;VAULT GUARD
ARMED GUARD;ARMED GUARD
LAB GUARD;LAB GUARD
LAB TECH;LAB TECH
IGNACIO;IGNACIO
WRITER;WRITER
HIDEOUS RABBIT (VOICE);HIDEOUS RABBIT (VOICE)
