Id,Lista_Heroes
DEF 66,HELA [ASGARDIAN] :  HEIMDALL [ASGARDIAN] :  HELLCAT/PATSY WALKER :  ODIN [ASGARDIAN] :  NORRISS  SISTER BARB
DEF 63,IRON FIST/DANIEL RAN :  BINARY/CAROL DANVERS :  HULK/DR. ROBERT BRUC :  FALCON/SAM WILSON :  PALADIN/PAUL DENNIS :  STINGRAY/DR. WALTER :  QUASAR III/WENDELL V :  HELLSTORM/DAIMON HEL :  BATROC/GEORGES BATRO :  SAGITTARIUS/HARLAN V :  TAGAK :  JACK OF HEARTS/JACK :  CAPTAIN ULTRA/GRIFFI :  PLANTMAN/SAM SMITHER :  TORPEDO III/BROCK JO :  PROWLER/HOBIE BROWN :  POLARIS/LORNA DANE :  BLACK GOLIATH/DR. WI :  HELLCAT/PATSY WALKER :  LOOTER/NORTON G. FES :  WHITE TIGER/HECTOR A :  IRON MAN/TONY STARK :  WHIRLWIND/DAVID CANN :  ELECTRO/MAX DILLON :  CAPTAIN MARVEL/CAPTA :  PORCUPINE/ALEX GENTR :  NOVA/RICHARD RIDER :  HAVOK/ALEX SUMMERS :  BLOB/FRED J. DUKES :  NORRISS  SISTER BARB :  SERGEI :  BEETLE/ABNER RONALD :  HERCULES [GREEK GOD] :  NIGHTHAWK II/KYLE RI
DEF 64,IRON FIST/DANIEL RAN :  FALCON/SAM WILSON :  QUASAR III/WENDELL V :  HELLSTORM/DAIMON HEL :  SHOCKER/HERMAN SCHUL :  BATROC/GEORGES BATRO :  SAGITTARIUS/HARLAN V :  MELTER/BRUNO HORGAN :  TAGAK :  JACK OF HEARTS/JACK :  CAPTAIN ULTRA/GRIFFI :  PLANTMAN/SAM SMITHER :  BOOMERANG/FRED MYERS :  TORPEDO III/BROCK JO :  PROWLER/HOBIE BROWN :  POLARIS/LORNA DANE :  BLACK GOLIATH/DR. WI :  HELLCAT/PATSY WALKER :  LOOTER/NORTON G. FES :  WHITE TIGER/HECTOR A :  WHIRLWIND/DAVID CANN :  ELECTRO/MAX DILLON :  LIBRA/GUSTAV BRANDT :  RED GUARDIAN III/DR. :  LEAP-FROG/VINCENT PA :  NOVA/RICHARD RIDER :  HAVOK/ALEX SUMMERS :  TOAD/MORTIMER TOYNBE :  BLOB/FRED J. DUKES :  NORRISS  SISTER BARB :  BEETLE/ABNER RONALD :  HERCULES [GREEK GOD] :  NIGHTHAWK II/KYLE RI
UX 339,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  SPIDER-MAN CLONE/BEN :  BEAST/HENRY &HANK& P :  FORGE :  MASTER MOLD II :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  JAMESON  J. JONAH :  JOSEPH :  MARVEL GIRL/JEAN GRE :  EVER :  CREED  GRAYDON :  HAVOK/ALEX SUMMERS
DEF 50,GEMINI/JOSHUA LINK :  HULK/DR. ROBERT BRUC :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  MOON KNIGHT/MARC SPE :  SCORPIO/JAKE FURY :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 51,HULK/DR. ROBERT BRUC :  RINGER/ANTHONY TONY :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  MOON KNIGHT/MARC SPE :  DOLLAR BILL :  FURY  COL. NICHOLAS :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 323,VESSEL :  PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  JONES  CHARLOTTE :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  TILBY  TRISH/PATRICI :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  SABRETOOTH/VICTOR CR :  CREED  GRAYDON :  SACK :  GAMBIT/REMY LEBEAU :  ROGUE /
UX 322,PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  JONES  CHARLOTTE :  BEAST/HENRY &HANK& P :  SIRYN/THERESA ROURKE :  GREY  DR. JOHN :  JUGGERNAUT/CAIN MARK :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  BAILEY  SARA GREY
UX 321,MAGNETO/MAGNUS/ERIC :  PSYLOCKE/ELISABETH B :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  SUMMERS  NATHAN CHRI :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES :  LEGION II/DAVID HALL :  GAMBIT/REMY LEBEAU :  ROGUE /
UX 320,PSYLOCKE/ELISABETH B :  BISHOP / :  ICEMAN/ROBERT BOBBY :  JAHF :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  LILANDRA NERAMANI [S :  GLADIATOR II :  HALLER  GABRIELLE :  PROFESSOR X/CHARLES :  LEGION II/DAVID HALL
DEF 58,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CAPTAIN AMERICA :  BEAST/HENRY &HANK& P :  NORRISS  JACK :  SCARLET WITCH/WANDA :  DOLLAR BILL :  DEVIL-SLAYER/ERIC SI :  IRON MAN/TONY STARK :  NORRISS  SISTER BARB :  WONG
UX 327,JOSEPH
UX 326,CYPHER/DOUG RAMSEY :  BOOMER/TABITHA SMITH :  MAJCOMB  RENEE :  BEAST/HENRY &HANK& P :  MEGGAN :  NIGHTCRAWLER/KURT WA :  STORM/ORORO MUNROE S :  SABRETOOTH/VICTOR CR :  COOPER  DR. VALERIE :  MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES :  GAMBIT/REMY LEBEAU
DEF 59,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  HELLCAT/PATSY WALKER :  DOLLAR BILL :  DEVIL-SLAYER/ERIC SI :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 325,M :  VESSEL :  THRENODY :  PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  JUBILEE/JUBILATION L :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  REVERB :  MR. SINISTER/NATHAN :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  ICEMAN/ROBERT BOBBY :  CALLISTO :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  MARROW/SARAH :  SKIN/ANGELO ESPINOSA :  SACK :  HEMINGWAY :  GAMBIT/REMY LEBEAU :  ROGUE /
DEF 56,HULK/DR. ROBERT BRUC :  LUNATIK/ARISEN TYRK :  SUB-MARINER/NAMOR MA :  HELLCAT/PATSY WALKER :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 324,VESSEL :  PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  JONES  CHARLOTTE :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  CREED  GRAYDON :  SACK :  GAMBIT/REMY LEBEAU :  ROGUE /
DEF 57,BINARY/CAROL DANVERS :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CLEA :  HELLCAT/PATSY WALKER :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 54,HULK/DR. ROBERT BRUC :  SUB-MARINER/NAMOR MA :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  DOLLAR BILL :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  SERGEI :  NIGHTHAWK II/KYLE RI
DEF 55,HULK/DR. ROBERT BRUC :  LUNATIK/ARISEN TYRK :  SUB-MARINER/NAMOR MA :  HELLCAT/PATSY WALKER :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  SERGEI :  NIGHTHAWK II/KYLE RI
UX 329,DR. STRANGE/STEPHEN :  PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  GOMURR
DEF 52,HULK/DR. ROBERT BRUC :  SUB-MARINER/NAMOR MA :  HELLCAT/PATSY WALKER :  DOLLAR BILL :  RED GUARDIAN III/DR. :  JARVIS  EDWIN :  SPIDER-MAN/PETER PARKER :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 328,PSYLOCKE/ELISABETH B :  BOOMER/TABITHA SMITH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  BEAST/HENRY &HANK& P :  SABRETOOTH/VICTOR CR :  MARVEL GIRL/JEAN GRE :  COOPER  DR. VALERIE :  PROFESSOR X/CHARLES
DEF 53,HULK/DR. ROBERT BRUC :  LUNATIK/ARISEN TYRK :  SUB-MARINER/NAMOR MA :  CLEA :  HELLCAT/PATSY WALKER :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  SERGEI :  NIGHTHAWK II/KYLE RI
DEF 49,HULK/DR. ROBERT BRUC :  CLEA :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  MOON KNIGHT/MARC SPE :  RED GUARDIAN III/DR. :  SCORPIO/JAKE FURY :  NORRISS  SISTER BARB
DEF 40,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  DAREDEVIL/MATT MURDO :  CLEA :  NORRISS  JACK :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
UX 312,STORM/ORORO MUNROE S :  YUKIO
UX 311,BISHOP / :  JUBILEE/JUBILATION L :  LANG  DR. STEVEN :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  SABRETOOTH/VICTOR CR :  YUKIO
UX 316,M :  CYCLOPS/SCOTT SUMMER :  JUBILEE/JUBILATION L :  LANG  DR. STEVEN :  BANSHEE/SEAN CASSIDY :  WHITE QUEEN/EMMA FRO :  SABRETOOTH/VICTOR CR :  MARVEL GIRL/JEAN GRE
DEF 47,HULK/DR. ROBERT BRUC :  WONDER MAN/SIMON WIL :  CLEA :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  MOON KNIGHT/MARC SPE :  FURY  COL. NICHOLAS :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
UX 315,MAGNETO/MAGNUS/ERIC :  SCANNER II :  EXODUS/BENNET DUPARI :  JAVITZ :  SKIDS/SALLY BLEVINS :  VOGHT  AMELIA :  COLOSSUS II/PETER RA :  MILAN :  UNUSCIONE :  CARGIL/JOANNA CARGIL :  FIREFIST/RUSTY COLLI
DEF 48,HULK/DR. ROBERT BRUC :  WONDER MAN/SIMON WIL :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  MOON KNIGHT/MARC SPE :  SCORPIO/JAKE FURY :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 314,ANGEL/WARREN KENNETH :  BISHOP / :  JUBILEE/JUBILATION L :  BANSHEE/SEAN CASSIDY :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  PROFESSOR X/CHARLES
DEF 45,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CLEA :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
T 438/2,SIF :  GARM :  LORELEI II/MELODI [A :  HELA [ASGARDIAN] :  BALDER [ASGARDIAN] :  DESTROYER III
DEF 46,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  RED GUARDIAN III/DR. :  SCORPIO/JAKE FURY :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 313,STORM/ORORO MUNROE S :  YUKIO
DEF 43,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  EGGHEAD/PROF. ELIHAS :  COBALT MAN :  RHINO :  CLEA :  ANGAR THE SCREAMER/D :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 319,PSYLOCKE/ELISABETH B :  ANGEL/WARREN KENNETH :  BEAST/HENRY &HANK& P :  DRAKE  MADELINE BEAT :  DRAKE  WILLIAM ROBER :  ICEMAN/ROBERT BOBBY :  PROFESSOR X/CHARLES :  LEGION II/DAVID HALL
DEF 44,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CAPTAIN AMERICA :  BEAST/HENRY &HANK& P :  VISION :  RHINO :  NORRISS  JACK :  HELLCAT/PATSY WALKER :  SCARLET WITCH/WANDA :  IRON MAN/TONY STARK :  RED GUARDIAN III/DR. :  MOONDRAGON/HEATHER D :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
UX 318,M :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  JUBILEE/JUBILATION L :  BEAST/HENRY &HANK& P :  BANSHEE/SEAN CASSIDY :  SYNCH/EVERETT THOMAS :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  MARVEL GIRL/JEAN GRE :  SKIN/ANGELO ESPINOSA :  HUSK/PAIGE GUTHRIE :  PROFESSOR X/CHARLES :  GAMBIT/REMY LEBEAU
DEF 41,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CLEA :  NORRISS  JACK :  RED GUARDIAN III/DR. :  STARR  TRIXIE TRISH :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 317,M :  JUBILEE/JUBILATION L :  LANG  DR. STEVEN :  BANSHEE/SEAN CASSIDY :  SYNCH/EVERETT THOMAS :  WHITE QUEEN/EMMA FRO :  HARVEST II :  SKIN/ANGELO ESPINOSA :  BLINK/FERGUSON  CLAR :  HUSK/PAIGE GUTHRIE
DEF 42,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  EGGHEAD/PROF. ELIHAS :  SOLARR :  COBALT MAN :  RHINO :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 38,CAGE  LUKE/CARL LUCA :  DR. STRANGE/STEPHEN :  NEBULON :  NORRISS  JACK :  RED GUARDIAN III/DR. :  PORCUPINE/ALEX GENTR :  EEL/LEOPOLD STRYKE :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 39,CAGE  LUKE/CARL LUCA :  DR. STRANGE/STEPHEN :  CLEA :  NORRISS  JACK :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
SOS 7,HELLSTORM/DAIMON HEL
SOS 8,HELLSTORM/DAIMON HEL
SOS 5,HELLSTORM/DAIMON HEL
SOS 6,HELLSTORM/DAIMON HEL
SOS 3,HELLSTORM/DAIMON HEL
SOS 4,HELLSTORM/DAIMON HEL
SOS 1,HELLSTORM/DAIMON HEL
SOS 2,HELLSTORM/DAIMON HEL
S-H2 9,MADCAP :  SHE-HULK/JENNIFER WA
S-H2 8,MASON  LOUISE :  SHE-HULK/JENNIFER WA :  SANTA CLAUS/NICK ST. :  TOWER  BLAKE
T 305/2,BALDER [ASGARDIAN] :  KARNILLA [ASGARDIAN]
S-H2 5,O'CONNELL  TARYN :  SHE-HULK/JENNIFER WA :  DR. BONG :  RAZORBACK/
UX 300,MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES
S-H2 4,STILT-MAN/WILBUR DAY :  O'CONNELL  TARYN :  MASON  LOUISE :  SHE-HULK/JENNIFER WA :  TOWER  BLAKE :  RAZORBACK/
S-H2 7,MCGRILL  MARY :  RETREAD :  O'CONNELL  TARYN :  MASON  LOUISE :  WIDE LOAD ANNIE/ANNI :  SHE-HULK/JENNIFER WA :  XEMNU :  POPPA WHEELER :  ARCHER  ULYSSES SAMS :  SANTA CLAUS/NICK ST. :  RAZORBACK/
ST 133/2,DR. STRANGE/STEPHEN :  BARON MORDO/KARL MOR :  ANCIENT ONE :  CLEA :  SHAZANA :  DORMAMMU
S-H2 6,MCGRILL  MARY :  O'CONNELL  TARYN :  WIDE LOAD ANNIE/ANNI :  SHE-HULK/JENNIFER WA :  XEMNU :  POPPA WHEELER :  RAZORBACK/ :  MR. FANTASTIC/REED R
S-H2 1,MORGAN  JERROLD JERR :  CLOWN/CRAFTY ELIOT F :  PRINCESS PYTHON/ZELD :  GAMBONNO  ERNESTO :  RUBY :  CHONDU :  SHE-HULK/JENNIFER WA :  BRUTO THE STRONGMAN/ :  RINGMASTER/MAYNARD T :  GAMBONNO  LUIGI :  NAGAN  DR. ARTHUR
DEF 36,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NEBULON :  NORRISS  JACK :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 37,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  PLANTMAN/SAM SMITHER :  NEBULON :  NORRISS  JACK :  RED GUARDIAN III/DR. :  PORCUPINE/ALEX GENTR :  EEL/LEOPOLD STRYKE :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
UX 304,MAGNETO/MAGNUS/ERIC
S-H2 3,MORGAN  JERROLD JERR :  RUBY :  CHONDU :  MASON  LOUISE :  SHE-HULK/JENNIFER WA :  MYSTERIO/QUENTIN BEC :  TOWER  BLAKE :  SPIDER-MAN/PETER PARKER :  NAGAN  DR. ARTHUR
UX 303,COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  MAGIK/ILLYANA RASPUT
DEF 34,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NEBULON :  NORRISS  JACK :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 35,MORGAN  JERROLD JERR :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  RUBY :  CHONDU :  NEBULON :  NORRISS  JACK :  RED GUARDIAN III/DR. :  NORRISS  SISTER BARB :  NAGAN  DR. ARTHUR :  NIGHTHAWK II/KYLE RI
S-H2 2,MORGAN  JERROLD JERR :  RUBY :  WASP/JANET VAN DYNE :  CHONDU :  MASON  LOUISE :  SHE-HULK/JENNIFER WA :  MYSTERIO/QUENTIN BEC :  TOWER  BLAKE :  NAGAN  DR. ARTHUR
DEF 32,MORGAN  JERROLD JERR :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  HELLSTORM/DAIMON HEL :  RUBY :  WILLIAMS  MINDY :  CHONDU :  NORRISS  JACK :  NORRISS  SISTER BARB :  NAGAN  DR. ARTHUR :  NIGHTHAWK II/KYLE RI
UX 309,MAGNETO/MAGNUS/ERIC :  VOGHT  AMELIA :  HALLER  GABRIELLE :  PROFESSOR X/CHARLES
DEF 33,MORGAN  JERROLD JERR :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  RUBY :  CHONDU :  NEBULON :  NORRISS  JACK :  ARAGORN :  NORRISS  SISTER BARB :  NAGAN  DR. ARTHUR :  NIGHTHAWK II/KYLE RI
UX 308,CYCLOPS/SCOTT SUMMER :  HARVEST II :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
M/FAN 4/2,DEATHLOK/COLONEL LUT
DEF 30,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 31,MORGAN  JERROLD JERR :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CHONDU :  NORRISS  JACK :  STARR  TRIXIE TRISH :  NORRISS  SISTER BARB :  NAGAN  DR. ARTHUR :  WONG :  NIGHTHAWK II/KYLE RI
M/FAN 4/3,IRON MAN/TONY STARK
DEF 29,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  JACK :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 27,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  JACK :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 28,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 25,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  HELLSTORM/DAIMON HEL :  DAREDEVIL/MATT MURDO :  CLEA :  PENNYWORTH  J.C. :  NORRISS  JACK :  ANT-MAN/DR. HENRY J. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 26,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  NORRISS  JACK :  JUSTICE II/VANCE AST :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 23,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CLEA :  PENNYWORTH  J.C. :  NORRISS  JACK :  ANT-MAN/DR. HENRY J. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 24,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  HELLSTORM/DAIMON HEL :  DAREDEVIL/MATT MURDO :  CLEA :  PENNYWORTH  J.C. :  NORRISS  JACK :  ANT-MAN/DR. HENRY J. :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 21,MORGAN  JERROLD JERR :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  THING/BENJAMIN J. GR :  CHONDU :  CLEA :  STARR  TRIXIE TRISH :  NORRISS  SISTER BARB :  NAGAN  DR. ARTHUR :  NIGHTHAWK II/KYLE RI
DEF 22,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CLEA :  PENNYWORTH  J.C. :  NORRISS  JACK :  ARAGORN :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 20,DR. STRANGE/STEPHEN :  THING/BENJAMIN J. GR :  ENCHANTRESS/AMORA/HE :  EXECUTIONER II/SKURG :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 18,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  THUNDERBALL/DR. ELIO :  WRECKER III/DIRK GAR :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 19,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  THUNDERBALL/DR. ELIO :  WRECKER III/DIRK GAR :  PENNYWORTH  J.C. :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  NIGHTHAWK II/KYLE RI
DEF 16,MAGNETO/MAGNUS/ERIC :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  LORELEI :  UNUS THE UNTOUCHABLE :  MASTERMIND/JASON WYN :  BLOB/FRED J. DUKES :  NORRISS  SISTER BARB :  PROFESSOR X/CHARLES :  NIGHTHAWK II/KYLE RI
DEF 17,CAGE  LUKE/CARL LUCA :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  THUNDERBALL/DR. ELIO :  WRECKER III/DIRK GAR :  PENNYWORTH  J.C. :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 14,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  WHIZZER III/JAMES SA :  HYPERION II :  SUB-MARINER/NAMOR MA :  NEBULON :  DR. SPECTRUM II/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 15,MAGNETO/MAGNUS/ERIC :  HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  LORELEI :  CAPTAIN AMERICA :  UNUS THE UNTOUCHABLE :  VISION :  PENNYWORTH  J.C. :  THOR/DR. DONALD BLAK :  MASTERMIND/JASON WYN :  BLOB/FRED J. DUKES :  NORRISS  SISTER BARB :  PROFESSOR X/CHARLES :  NIGHTHAWK II/KYLE RI
DEF 12,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  XEMNU :  ARAGORN :  NORRISS  SISTER BARB :  WONG :  NIGHTHAWK II/KYLE RI
DEF 13,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  WHIZZER III/JAMES SA :  CAPTAIN AMERICA :  HYPERION II :  SUB-MARINER/NAMOR MA :  NEBULON :  IRON MAN/TONY STARK :  DR. SPECTRUM II/DR. :  NORRISS  SISTER BARB :  NIGHTHAWK II/KYLE RI
DEF 10,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  BLACK KNIGHT V STATU :  CAPTAIN AMERICA :  BLACK PANTHER/T'CHAL :  SUB-MARINER/NAMOR MA :  VISION :  SILVER SURFER/NORRIN :  THOR/DR. DONALD BLAK :  SCARLET WITCH/WANDA :  SWORDSMAN/JACQUES DU :  DORMAMMU :  IRON MAN/TONY STARK :  MANTIS/? BRANDT :  HAWK :  NORRISS  SISTER BARB
DEF 11,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  BLACK KNIGHT V STATU :  CAPTAIN AMERICA :  BLACK KNIGHT V/DANE :  BLACK PANTHER/T'CHAL :  SUB-MARINER/NAMOR MA :  VISION :  SILVER SURFER/NORRIN :  THOR/DR. DONALD BLAK :  BLACK KNIGHT III/EOB :  SCARLET WITCH/WANDA :  SWORDSMAN/JACQUES DU :  FURY  COL. NICHOLAS :  IRON MAN/TONY STARK :  LOKI [ASGARDIAN] :  PRESTER JOHN :  MANTIS/? BRANDT :  MORDRED THE EVIL :  HAWK :  NORRISS  SISTER BARB
ST 146/2,DR. STRANGE/STEPHEN :  BARON MORDO/KARL MOR :  ANCIENT ONE :  CLEA :  DORMAMMU :  ETERNITY/ADAM QADMON
GSCH 1,LILITH/ANGEL O'HARA/ :  HARKER  QUINCY :  DRACULA/VLAD TEPES
UX 23,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  PENANCE/MONET ST. CR :  FREDERICKS  GENERAL :  PLANTMAN/SAM SMITHER :  UNICORN/MYLOS MASARY :  ICEMAN/ROBERT BOBBY :  SCARECROW/EBENEZER L :  MARVEL GIRL/JEAN GRE :  PORCUPINE/ALEX GENTR :  HENDERSHOOT  COLONEL :  COUNT NEFARIA  LUCHI :  EEL/LEOPOLD STRYKE :  PROFESSOR X/CHARLES
UX 24,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  LOCUST :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
AUP 6,WASP/JANET VAN DYNE :  VISION :  JARVIS  EDWIN :  QUICKSILVER/PIETRO M :  BLOOD WRAITH/SEAN DO :  CRYSTAL [INHUMAN] :  SWORDSMAN III/PHILIP
